rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,rank_inj,home_rank,roster_rank,runs_per_game,runs_conceded_per_game,runs_margin,runs_total,runs_conceded_total,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
246,Green Bay,Green Bay,1.11585989321503,-7.3016813028239,-6.18582140960887,-17.1258628004591,-36.0114602489906,144,323,65.05644295,353,245,202,253,0.354838709677419,0.193548387096774,0.161290322580645,11,6,16,15,#FFF9F3,#ABCBE6,#D8E7F3,#AFD3D5,#A6C2C2,Green Bay plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Green Bay plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
247,Fairfield,Fairfield 💥,-3.23854062774644,-3.00419032487189,-6.24273095261833,15.6430258480186,9.69093217350328,240,247,68.377520205,195,246,319,267,0.515151515151515,0.545454545454545,-0.0303030303030303,17,18,20,13,#DEEAF5,#DCE9F5,#D8E7F3,#FFC1B2,#F1DAB0,Fairfield plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Fairfield performs at a similar level regardless of the pace of the game.
248,Stony Brook,Stony Brook,-3.42078391495073,-2.88497284191135,-6.30575675686207,21.5047998860999,14.1143671238114,243,244,67.14804885,272,247,129,247,0.6,0.433333333333333,0.166666666666667,18,13,15,15,#DCE9F5,#DDEAF5,#D7E6F3,#FFA9A1,#F2D5AB,Stony Brook plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Stony Brook performs at a similar level regardless of the pace of the game.
249,Coastal Carolina,Coastal Carolina,-6.36398741617553,-0.0160327307606713,-6.3800201469362,22.3213720521824,20.1274704092482,298,168,68.192365235,205,248,230,283,0.354838709677419,0.451612903225806,-0.0967741935483871,11,14,18,13,#BED7EC,#FEFEFE,#D7E6F3,#FFA69F,#F3CDA4,Coastal Carolina plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Coastal Carolina performs at a similar level regardless of the pace of the game.
250,Omaha,Omaha,-2.19422777519417,-4.40103839308953,-6.59526616828369,9.631044356232,-14.845701741746,218,276,68.217821615,203,249,85,240,0.310344827586207,0.517241379310345,-0.206896551724138,9,15,12,17,#E8F1F8,#CCDFF0,#D6E5F3,#FFD8C4,#D1D7BE,Omaha performs at a similar level against both good and bad teams.,Omaha performs at a similar level regardless of the pace of the game.
251,Nicholls State,Nicholls State,-3.93095449544176,-2.77745529492078,-6.70840979036254,-11.1320913009722,-45.0211573374364,256,241,69.2642042,140,250,345,256,0.5,0.625,-0.125,16,20,13,19,#D7E6F3,#DFEBF5,#D5E5F2,#CBE2D9,#94B8C3,Nicholls State performs at a similar level against both good and bad teams.,Nicholls State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
252,Mount St. Mary's,Mount St. Mary's 📈,-7.62131570278107,0.904935699877458,-6.71638000290361,-39.6021154010442,-8.26815664463755,318,145,68.931405675,159,251,332,278,0.451612903225806,0.645161290322581,-0.193548387096774,14,20,14,17,#B2CFE8,#FFFAF5,#D5E5F2,#6895C0,#DEDEBD,Mount St. Mary's plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Mount St. Mary's performs at a similar level regardless of the pace of the game.
253,Presbyterian,Presbyterian,-4.36444653110705,-2.45874418939119,-6.82319072049823,-18.261307592556,-7.29165689262993,266,231,65.68682585,338,252,195,280,0.333333333333333,0.433333333333333,-0.1,10,13,12,18,#D2E3F2,#E2EDF6,#D4E4F2,#AAD0D5,#E0DFBD,Presbyterian plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Presbyterian performs at a similar level regardless of the pace of the game.
254,Fort Wayne,Fort Wayne,-2.59850728428085,-4.3156216057629,-6.91412889004375,34.8049668520194,57.294021695637,228,273,68.904301355,161,253,248,227,0.379310344827586,0.689655172413793,-0.310344827586207,11,20,14,15,#E4EEF7,#CDE0F0,#D4E4F2,#ED757F,#FB9E79,Fort Wayne plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Fort Wayne plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
255,Lindenwood,Lindenwood,-7.81364723039676,0.875134298923642,-6.93851293147312,-35.2600221125353,29.7358041354102,321,146,73.1031878,7,254,339,284,0.6,0.466666666666667,0.133333333333333,18,14,15,15,#B0CEE8,#FFFAF5,#D3E4F2,#73A1C5,#F5C199,Lindenwood plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Lindenwood plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
256,Hampton,Hampton,-5.35778403143318,-1.66038369573148,-7.01816772716467,-35.6176928889133,2.10806638397777,282,210,67.05861085,278,255,11,244,0.266666666666667,0.533333333333333,-0.266666666666667,8,16,11,19,#C8DDEF,#EBF3F9,#D3E4F2,#72A0C4,#EFE4B9,Hampton plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Hampton performs at a similar level regardless of the pace of the game.
257,San Diego,San Diego 🤕,-1.97387673259757,-5.19900609241835,-7.17288282501593,36.4870256424366,-1.59052989201246,212,288,69.2544292,143,267,45,183,0.354838709677419,0.870967741935484,-0.516129032258065,11,27,10,21,#EBF2F9,#C3DAED,#D2E3F2,#EA6F7B,#EBE5BC,San Diego plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,San Diego performs at a similar level regardless of the pace of the game.
258,La Salle,La Salle 🤕,-6.00167168116848,-1.20068158225475,-7.20235326342322,-29.4964372579887,-37.3290697182795,292,199,67.45968675,252,256,56,218,0.433333333333333,0.6,-0.166666666666667,13,18,8,22,#C2D9ED,#F1F6FB,#D2E3F2,#82B2CB,#A4C0C2,La Salle plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,La Salle plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
259,Chattanooga,Chattanooga,-0.642818567651518,-6.64078575892382,-7.28360432657534,48.0356043828535,13.2763275022796,185,311,68.12113813,212,257,346,245,0.448275862068966,0.551724137931034,-0.103448275862069,13,16,10,19,#F8FAFD,#B2CFE8,#D1E3F1,#D44360,#F1D6AC,Chattanooga plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Chattanooga performs at a similar level regardless of the pace of the game.
260,Incarnate Word,Incarnate Word 💥,-0.26915017545071,-7.0405487038276,-7.30969887927831,53.3375129319686,16.5981227116054,175,318,66.56976105,294,258,223,199,0.285714285714286,0.25,0.0357142857142857,8,7,9,19,#FCFDFE,#AECDE7,#D1E2F1,#C33156,#F2D1A8,Incarnate Word plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Incarnate Word performs at a similar level regardless of the pace of the game.
261,Denver,Denver,3.80250287413361,-11.3553738408061,-7.55287096667247,91.0870376247095,-45.997687248607,97,357,69.03635418,157,259,191,288,0.275862068965517,0.379310344827586,-0.103448275862069,8,11,12,17,#FFEDD8,#7CAED9,#D0E2F1,#93003A,#92B7C3,Denver plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Denver plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
262,Ball State,Ball State 🔥,-7.38452482824994,-0.243064250668098,-7.62758907891804,-23.2088036741497,29.4124156041504,315,175,65.42234665,344,260,219,265,0.172413793103448,0.448275862068966,-0.275862068965517,5,13,10,19,#B4D0E9,#FCFDFE,#CFE1F1,#93C4D2,#F5C199,Ball State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Ball State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
263,Southern,Southern,-3.66306289118367,-3.97516521507953,-7.63822810626321,13.2819403321056,27.067619564916,248,267,70.9240417,51,261,300,282,0.5,0.535714285714286,-0.0357142857142857,14,15,12,16,#DAE8F4,#D1E2F1,#CFE1F1,#FFCAB9,#F5C49C,Southern performs at a similar level against both good and bad teams.,Southern plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
264,Sacred Heart,Sacred Heart,-0.321317802492583,-7.48396395744996,-7.80528175994254,-6.01825123809312,29.5406658204134,177,327,69.57661005,123,263,169,236,0.5,0.5,0,16,16,13,19,#FBFCFE,#A9C9E6,#CEE1F1,#E3EFDC,#F5C199,Sacred Heart performs at a similar level against both good and bad teams.,Sacred Heart plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
265,Central Michigan,Central Michigan,-2.68202146383409,-5.19068444968655,-7.87270591352064,-47.6867619800212,3.84215946142679,229,287,68.158405255,206,264,3,302,0.413793103448276,0.586206896551724,-0.172413793103448,12,17,8,21,#E3EEF7,#C3DAED,#CEE0F0,#517DB7,#EFE2B7,Central Michigan plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Central Michigan performs at a similar level regardless of the pace of the game.
266,Dartmouth,Dartmouth 🥶,-4.36781275506189,-3.6047327748546,-7.97254552991649,37.6085643167776,-25.9907021036385,267,259,70.77566075,59,265,355,258,0.36,0.6,-0.24,9,15,9,16,#D2E3F2,#D5E5F3,#CDE0F0,#E86A78,#BACCC0,Dartmouth plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Dartmouth plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
267,Elon,Elon 📉,-1.82072423645003,-6.21299929333146,-8.0337235297815,59.048477830995,-31.18798110395,206,306,68.09650488,214,266,364,231,0.3,0.566666666666667,-0.266666666666667,9,17,12,18,#ECF3F9,#B7D2EA,#CDE0F0,#B11E4B,#B0C6C1,Elon plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Elon plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
268,Milwaukee,Milwaukee,-1.90231295765061,-6.19281377996331,-8.09512673761393,22.218045317944,-8.7077514401498,209,304,68.718246865,170,268,102,234,0.354838709677419,0.483870967741935,-0.129032258064516,11,15,11,20,#EBF3F9,#B7D3EA,#CCDFF0,#FFA79F,#DDDEBD,Milwaukee plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Milwaukee performs at a similar level regardless of the pace of the game.
269,Eastern Michigan,Eastern Michigan 🤕,-7.01747371065272,-1.14706029088199,-8.1645340015347,46.8243345988414,-50.7012697650401,306,196,67.7154064,238,282,100,246,0.466666666666667,0.466666666666667,0,14,14,9,21,#B8D3EA,#F1F6FB,#CCDFF0,#D84762,#89B2C4,Eastern Michigan plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Eastern Michigan plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
